num,logits[3],logits[0],distance(3->0)
1,0.3730981945991516,0.22800493240356445,0.14509326219558716
2,0.3894471824169159,0.4447914659976959,0.05534428358078003
3,0.5315064787864685,0.4371982216835022,0.09430825710296631
4,0.2989429831504822,0.5090660452842712,0.21012306213378906
5,0.53582364320755,0.2295568436384201,0.30626679956912994
6,0.5937709212303162,0.3555084764957428,0.23826244473457336
7,0.4102770984172821,0.41709446907043457,0.006817370653152466
8,0.4019063711166382,0.18208326399326324,0.21982310712337494
9,0.35250920057296753,0.507828950881958,0.15531975030899048
10,0.6199573874473572,0.3436112403869629,0.2763461470603943
11,0.4939887225627899,0.3969379961490631,0.0970507264137268
12,0.6173080801963806,0.23284202814102173,0.3844660520553589
13,0.4547353684902191,0.5187442302703857,0.06400886178016663
14,0.7286503314971924,0.26254555583000183,0.46610477566719055
15,0.4046710133552551,0.5430797934532166,0.13840878009796143
16,0.5664265155792236,0.20608268678188324,0.3603438287973404
17,0.20037737488746643,0.13284076750278473,0.0675366073846817
18,0.7168533205986023,0.22772932052612305,0.48912400007247925
19,0.44465628266334534,0.20705564320087433,0.237600639462471
20,0.4527400732040405,0.31736135482788086,0.13537871837615967
21,0.5772186517715454,0.3485691547393799,0.22864949703216553
22,0.41103988885879517,0.1736667901277542,0.23737309873104095
23,0.4353589117527008,0.44021692872047424,0.0048580169677734375
24,0.7443816065788269,0.2014220654964447,0.5429595410823822
25,0.5775095224380493,0.38787493109703064,0.18963459134101868
26,0.37690404057502747,0.3960655927658081,0.01916155219078064
27,0.3976191580295563,0.28836390376091003,0.10925525426864624
28,0.5044021010398865,0.45110878348350525,0.053293317556381226
29,0.6615340709686279,0.33386150002479553,0.3276725709438324
30,0.4521002471446991,0.3394216299057007,0.11267861723899841
31,0.29307571053504944,0.3437698185443878,0.05069410800933838
32,0.6664518117904663,0.08373827487230301,0.5827135369181633
33,0.4400983452796936,0.2623275816440582,0.17777076363563538
34,0.6366094350814819,0.3188132643699646,0.31779617071151733
35,0.29011815786361694,0.3547053933143616,0.06458723545074463
36,0.6353889107704163,0.3372473418712616,0.29814156889915466
37,0.4103665053844452,0.2171694040298462,0.193197101354599
